"sentiment","score","negative","neutral","positive","id_user","name_user","id_tweet","text_tweet","date_tweet","nb_interactions","retweet_count","reply_count","like_count","quote_count"
"Negative",0.908,0.90762514,0.05972864,0.032646295,938522598585131008,"AuroreLalucq",1592934325191774208,"«La déroute de FTX n’est pas le fait d’un malheureux concours de circonstances. Elle est le résultat d’une série d’aveuglements, de négligences et d’un contexte toxique»
Et à chaque alerte ce fut insultes, effets de meutes et éléments de langage bien rodés https://t.co/cwJ9DEn0yO","2022-11-16 18:35:13",325,19,148,148,10
"Neutral",0.521,0.26350462,0.5208395,0.21565586,938522598585131008,"AuroreLalucq",1592062410487209984,"https://t.co/6OVnTXUq75","2022-11-14 08:50:32",239,60,1,167,11
"Negative",0.879,0.87863827,0.06257927,0.058782488,938522598585131008,"AuroreLalucq",1592046286408192000,"« J’vous jure m’dame » on va publier nos comptes. 

C’est beau la finance non régulée qui se présentait comme celle de l’avenir, celle qui ne ferait pas comme « les autres ». 

Elle ne fait pas comme les autres, c’est vrai. Elle fait pire.  https://t.co/aUlJFj3ZeP","2022-11-14 07:46:28",178,30,10,124,14
"Positive",0.914,0.033022493,0.053426877,0.9135506,938522598585131008,"AuroreLalucq",1591412168242925569,"En hommage à Herman Daly.

Ce fut un honneur de participer à sa publication en français chez ⁦@EdtPetitsMatins⁩.

Comment cet économiste écologiste a révolutionné la discipline économique (et une petite dédicace aussi aux post-keynésien et aux institutionnalistes) 👇 https://t.co/tVf40oGIxT","2022-11-12 13:46:42",56,9,6,41,0
"Negative",0.862,0.8621601,0.086379826,0.05146012,938522598585131008,"AuroreLalucq",1591037199809937416,"Les cryptos, un marché qui s’est vendu comme celui des petits contre les grands, des faibles contre les puissants, anti-banques, anti-institutions publiques… 

Alors qu’en l’état il est bien pire que le système traditionnel et qu’il manipule souvent les plus faibles. https://t.co/wqjGEUQx0g","2022-11-11 12:56:43",447,68,0,220,159
"Positive",0.416,0.31976402,0.26448599,0.41574994,938522598585131008,"AuroreLalucq",1590733746650628096,"« Charte sur l’énergie : nous appelons les Etats et l’UE à ne pas se satisfaire de la modernisation du traité et à organiser une sortie coordonnée. » https://t.co/C5tacfkvnL","2022-11-10 16:50:54",104,28,14,60,2
"Positive",0.877,0.013324168,0.10944688,0.877229,938522598585131008,"AuroreLalucq",1542747785908346881,"Morning! Lizzo est de retour : Une pause de joie! 

 https://t.co/wGrGXNnhcq","2022-07-01 07:51:49",59,2,7,50,0
"Positive",0.645,0.10372809,0.25114045,0.64513147,938522598585131008,"AuroreLalucq",1590686499133325312,"Le parlement européen vient d’adopter le rapport ⁦⁦⁦⁦@EvinIncir⁩ sur la justice raciale, la non-discrimination et la lutte contre le racisme avec de vrais morceaux d’intersectionnalite, de racisme structurel… 👏 https://t.co/cWaTR29RP5","2022-11-10 13:43:09",18,1,1,16,0
"Positive",0.433,0.27019683,0.29668257,0.4331206,938522598585131008,"AuroreLalucq",1590594629636096000,"« Germany should consider raising taxes on the wealthiest people to fund its €200bn plan » 

Il n’y a pas que l’Allemagne qui devrait augmenter la fiscalité des plus riches. 

Nous devrions tous le faire en Europe!  https://t.co/XZy0wW3jtu","2022-11-10 07:38:06",61,12,1,48,0
"Positive",0.437,0.38516402,0.17760864,0.43722734,938522598585131008,"AuroreLalucq",1590290067502772226,"« Le gouvernement français mais aussi l’Union européenne semblent vent debout contre l’Inflation Reduction Act américain (IRA).

Une réaction étonnante, en pleine COP, car ce plan vise surtout à… décarboner l‘’économie américaine, une des plus polluantes au monde» 

Décryptage👇 https://t.co/g2pOldqLXI","2022-11-09 11:27:52",93,24,5,64,0
"Negative",0.45,0.44985273,0.21524702,0.33490026,938522598585131008,"AuroreLalucq",1590281399873028096,"Il faut attendre les décomptes bien sûr,  mais la vague des républicains n’a pas eu lieu. 

Un peu de répit, mais il nous faut accélérer les politiques de prospérité, les seules à même de combattre le populisme.  https://t.co/uRwQbBF4pb","2022-11-09 10:53:26",39,8,4,26,1
"Negative",0.668,0.6675035,0.15639359,0.17610292,938522598585131008,"AuroreLalucq",1589634036267614208,"Furieuse de quoi au juste? 

D'un plan qui vise à accélérer la réduction des émissions de CO2 ?

D'un plan qui conditionne les aides et les crédits d'impôts pour soutenir la production plutôt que les détenteurs de capitaux?

https://t.co/zjzgZRTOAV","2022-11-07 16:01:02",45,12,3,30,0
"Positive",0.827,0.06706094,0.10607727,0.8268618,938522598585131008,"AuroreLalucq",1583476004349042688,"Victoire! 

Depuis plus de 2 ans, je me bats pour que la France sorte de la Charte de l’énergie, ce traité climaticide d’un autre âge, qui protège les énergies fossiles. 

Thread 👇 https://t.co/ORRkAp2oNd","2022-10-21 17:11:13",496,94,13,386,3
"Negative",0.931,0.93100405,0.044871267,0.024124708,938522598585131008,"AuroreLalucq",1583354324498800643,"Une crise profonde issue d’une « stratégie » populiste : mettre tout sur le dos de l’Europe, pour des raisons politiciennes, jouer sur les bas instincts, au lieu de travailler à l’avenir du pays.

Aucune démocratie n’est à l’abri. Surtout pas la nôtre. https://t.co/bur3iG7o8U","2022-10-21 09:07:42",71,13,2,56,0
"Negative",0.462,0.462414,0.34657636,0.19100961,938522598585131008,"AuroreLalucq",1582720145893470209,"Des Etats pénalisés, qui doivent payer pour sortir des énergies fossiles?

Vous ne rêvez pas! 
C’est le principe du Traité sur la Charte de l’énergie. Une assurance vie pour les fossiles.

L’Espagne sort de ce traité climaticide, les Pays-Bas aussi et la France?

Explications 👇 https://t.co/qBMvavzX3K","2022-10-19 15:07:42",117,41,4,70,2
"Negative",0.352,0.35161027,0.3414997,0.30689004,938522598585131008,"AuroreLalucq",1582688166892314624,"Le cas Total : « Il est temps que la puissance publique reprenne la main face aux puissances privées »

Notre tribune avec ⁦@rglucks1⁩ et ⁦@gabriel_zucman⁩ ⁦@lobs⁩ ⁦@Obs_Eco⁩  https://t.co/gWNWFyYmNe","2022-10-19 13:00:38",168,40,12,113,3
"Neutral",0.521,0.26350462,0.5208395,0.21565586,938522598585131008,"AuroreLalucq",1582280589331218432,"https://t.co/iPiaoWvK1Z","2022-10-18 10:01:04",94,17,3,74,0
"Positive",0.867,0.04061293,0.09191699,0.86747015,938522598585131008,"AuroreLalucq",1579363598652297216,"Sur @franceinter @GabrielAttal explique que la réforme des retraites permettra des entrées fiscales.

Ravie d’apprendre que les « entrées fiscales » sont une priorité du gouvernement. 

Dans ce cas, on arrête les coupes dans les impôts de production, on taxe les super riches.","2022-10-10 08:49:59",1353,273,49,1022,9
"Positive",0.736,0.039906736,0.2245064,0.7355869,938522598585131008,"AuroreLalucq",1578022502478925826,"Pour celles et ceux qui cherchent une définition des super profits, le Parlement européen vient d’adopter sa définition cette semaine 👇 https://t.co/6tBvzNUSqR","2022-10-06 16:00:57",401,105,17,269,10
"Neutral",0.51,0.3398782,0.50965804,0.15046379,938522598585131008,"AuroreLalucq",1577554546141929472,"Fossil risk : « if they want to take that risk, they can take it. We are not penalising them for that. We are just saying: ‘Since you know the risk, gamble with your own money, not with the taxpayers’. We are not going to bail you out this time.’ » https://t.co/LnnrtQVaRh","2022-10-05 09:01:28",31,4,3,24,0
"Neutral",0.508,0.30781132,0.5081134,0.18407531,938522598585131008,"AuroreLalucq",1576923042969780226,"Gary Gensler, SEC chair : “This case is a reminder that, when celebrities or influencers endorse investment opportunities, including crypto asset securities, it doesn’t mean that those investment products are right for all investors”.

Clair. Net. Précis. https://t.co/VovhNUFNEe","2022-10-03 15:12:05",23,4,6,13,0
"Negative",0.937,0.9366233,0.042544086,0.020832695,938522598585131008,"AuroreLalucq",1576911348226719744,"Les actifs liés aux fossiles,en perdant de la valeur vont créer de l’instabilité financière.

La dernière chose dont nous avons besoin est d’une crise.

Nous disons aux banques: vos fossiles,vos risques, vos fonds propres. Ma tribune dans ⁦@LesEchos⁩ https://t.co/F5nekPvhAv","2022-10-03 14:25:37",41,5,4,32,0
"Negative",0.801,0.8008926,0.08574354,0.113363944,938522598585131008,"AuroreLalucq",1576501908700700673,"L’affaire bayou me met-elle a l’aise ? Non, car je ne la comprends pas jusqu’à présent.

Mais le backlash anti-féministe dans lequel certains se font une joie de s’engouffrer ne me met vraiment pas plus à l’aise.","2022-10-02 11:18:39",251,23,0,223,5
"Negative",0.773,0.77250373,0.13623399,0.09126227,938522598585131008,"AuroreLalucq",1575557719997796353,"« Chaque bitcoin produit en 2021 a généré 11 314 dollars de dommages climatiques » 

« Nos résultats suggèrent que la production de bitcoins pose de réels problèmes de durabilité »

Rappelons qu’il s’agit d’un pur produit spéculatif.  https://t.co/icb3l4WPqw","2022-09-29 20:46:47",749,109,250,358,32
"Negative",0.933,0.93323594,0.03649496,0.030269125,938522598585131008,"AuroreLalucq",1575213826370424834,"Nouveau revers pour le barème Macron, le CEDS donne raison aux syndicats:
 « les plafonds prévus par l’article L. 1235-3 du code du travail ne sont pas suffisamment élevés pour réparer le préjudice subi par la victime et être dissuasifs pour l’employeur ». https://t.co/ToEWvS2HKu","2022-09-28 22:00:16",151,37,6,104,4
"Negative",0.93,0.93019116,0.038244076,0.031564772,938522598585131008,"AuroreLalucq",1575031678451458048,"Une ancienne des lobbys bancaires pour superviser… la finance? Pour être à la tête d’une autorité indépendante?

Sérieusement ⁦@BrunoLeMaire⁩ ?

Comment saper un peu plus la confiance dans nos institutions. Et après ça se plaindra de la montée du RN https://t.co/cUjI4fabcd","2022-09-28 09:56:29",1142,351,55,723,13
"Negative",0.925,0.9245652,0.038947027,0.036487732,938522598585131008,"AuroreLalucq",1574995856813690880,"Inquiétude du FMI : 

les réductions d’impôts proposées par Londres vont bénéficier aux plus riches et risquent d’accroître les inégalités.

Et oui… le poujadisme fiscal, c’est du grand n’importe quoi économique et toujours de l’injustice sociale.  https://t.co/UPtvCx8mO3","2022-09-28 07:34:08",130,35,4,90,1
"Neutral",0.561,0.2401018,0.5607024,0.19919585,938522598585131008,"AuroreLalucq",1574451049716502528,"De quoi avons nous parlé avec la Vice Présidente du Parlement européen, queen ⁦@Evelyn_Regner⁩ ? 

De la taxation sur les grandes fortunes et de la justice fiscale. 

#WomenForTaxJustice https://t.co/qrtYmJ7yi2","2022-09-26 19:29:16",83,9,12,61,1
"Negative",0.839,0.83856595,0.12445133,0.036982708,938522598585131008,"AuroreLalucq",1572570917506514944,"« L’inflation : la faute aux sanctions sur la Russie? (Non, à la guerre) 
A la transition écologique? (Non à la ‘fossilflation’) Un risque de boucle prix-salaire? (Non, pas en Europe pour le moment) »

Aujourd’hui dans #LaMinuteLalucq, on debunke la propagande et les fake News.👇 https://t.co/p4CUehFjJt","2022-09-21 14:58:18",413,63,137,198,15
"Positive",0.746,0.11921074,0.13437465,0.74641466,938522598585131008,"AuroreLalucq",1572481606820175872,"« La transition écologique n’a pas commencé. 
Les inégalités sociales actuelles sont celles de la non transition. »

Eloi Laurent, comme d’habitude : parfait. @ofceparis 

 https://t.co/ht7SefDeuc","2022-09-21 09:03:25",226,41,11,174,0
"Negative",0.935,0.9351048,0.04174844,0.023146773,938522598585131008,"AuroreLalucq",1569978909156069376,"La Commission propose « une banque de l’hydrogène vert » : 
L’hydrogène n’a rien de « vert » à date et dépend de l’électricité…
Ce ne sera pas prêt avant 2030 et peu transportable. 
Miser sur cela plutôt que la sobriété, l’efficacité et les renouvelables, c’est dommage. (1/2)","2022-09-14 11:18:35",58,4,8,46,0
"Negative",0.398,0.39775482,0.22384837,0.3783968,938522598585131008,"AuroreLalucq",1569932837700116480,"« Pour aider les européens dans cette crise il va nous falloir de l’argent et donc affronter le problème de consentement à l’impôt des plus riches d’entre nous, à travers une taxe sur les superprofits, un financement de l’union et une taxe exceptionnelle sur la fortune ». https://t.co/TdEO70D7YB","2022-09-14 08:15:31",433,89,23,313,8
"Positive",0.758,0.08749442,0.15490958,0.7575961,938522598585131008,"AuroreLalucq",1569930530971582465,"🇪🇺Aujourd’hui discours sur l’état de l’Union :

Après avoir soutenu la taxe sur les superprofits dès le début de cette année, la Commission européenne devrait proposer un cadre.

Et oui, en matière fiscale, la Commission européenne est bien plus progressiste que certains Etats ;)","2022-09-14 08:06:21",177,26,9,141,1
"Neutral",0.485,0.14626938,0.4849238,0.36880675,938522598585131008,"AuroreLalucq",1569258007015350272,"Union européenne : 
« Il nous faut une politique industrielle pour être indépendant » https://t.co/QVSr64WpRi","2022-09-12 11:33:58",74,12,5,56,1
"Negative",0.942,0.9423833,0.030648656,0.026968068,938522598585131008,"AuroreLalucq",1569252612897120256,"Le bitcoin au Salvador, un fiasco. Terrible et terriblement prévisible. 

J'avais alerté, il y a plusieurs mois, pendant que celles et ceux qui ont des intérêts financiers dans les cryptos, célébraient évidemment ce choix fait par le Salvador... 

 https://t.co/RqtSNxlguA","2022-09-12 11:12:32",397,26,210,148,13
"Positive",0.42,0.31271356,0.26726645,0.42001998,938522598585131008,"AuroreLalucq",1568886336634896386,"« Les avancées ukrainiennes se poursuivent à l’est du pays, où l’armée aurait repris la ville d’Izioum. Les forces armées russes abandonnent certaines villes clés. »

Une nuit importante et pour comprendre et suivre les évolutions : ⁦@CedricMas⁩.  https://t.co/U0lk8ojLHL","2022-09-11 10:57:05",38,3,4,31,0
"Positive",0.551,0.10625309,0.34299555,0.5507514,938522598585131008,"AuroreLalucq",1568282194929668096,"L’Allemagne, l’Espagne, la France, l’Italie et les Pays Bas envisagent d’utiliser tous les moyens pour mettre en œuvre la directive sur la taxation minimale des multinationales : une application nationale mais coordonnée ou encore une coopération renforcée. 

Décryptage 👇 https://t.co/TwbL7mD2IP","2022-09-09 18:56:27",132,26,9,97,0
"Positive",0.487,0.2302111,0.2827272,0.48706174,938522598585131008,"AuroreLalucq",1567858826937860096,"En Juillet, le Parlement européen a demandé à ce que la Commission européenne envisage la coopération renforcée pour mettre en place l’accord sur la taxation minimale en cas de blocage sans issue de la Hongrie.

Il semblerait que cette étude soit en cours! https://t.co/qBfoIHiRvS","2022-09-08 14:54:08",18,2,0,16,0
"Positive",0.848,0.040621318,0.111453936,0.84792477,938522598585131008,"AuroreLalucq",1566431971181461504,"« L'Allemagne souhaite que les profits exceptionnels réalisés par certaines entreprises énergétiques grâce à l'envolée des prix du marché soient mis à contribution pour soulager les factures des ménages, a déclaré dimanche le chancelier Olaf Scholz. » https://t.co/XVy0UazZUs","2022-09-04 16:24:19",276,65,7,196,8
"Neutral",0.482,0.3362355,0.4816153,0.18214916,938522598585131008,"AuroreLalucq",1566094912692666371,"« A la base cette taxe sur les #surperprofits, n’est ni de gauche, ni de droite, elle est soutenue par la Commission européenne - elle-même fruit d’un compromis gauche droite - par l’ONU etc »

En débat avec Éric Heyer (ofce) et Fabrice Le Saché (Medef)⁦@FRANCE24⁩ https://t.co/ds31dU7gMT","2022-09-03 18:04:58",287,62,12,213,0
"Positive",0.437,0.15124826,0.41138896,0.4373628,938522598585131008,"AuroreLalucq",1566052622703935490,"Prospérité","2022-09-03 15:16:55",74,3,37,33,1
"Neutral",0.766,0.07835417,0.76592475,0.1557211,938522598585131008,"AuroreLalucq",1565706995667181569,"Inflation - taxe sur les Superprofits - énergie : 

on parle avec Éric Heyer et ⁦@f_lesache⁩ aujourd’hui sur ⁦@FRANCE24⁩ https://t.co/7MmnDt5kdU","2022-09-02 16:23:31",49,6,3,40,0
"Negative",0.627,0.62683696,0.17584255,0.1973205,938522598585131008,"AuroreLalucq",1565365113988812802,"Taxation des surprofits : que le gouvernement assume sa politique de classe au lieu de recourir à des arguments du café du commerce. 

Il n’y a aucune infaisabilité technique à cette taxe, qui a déjà existé en France… https://t.co/ZMu4WVBL96","2022-09-01 17:45:00",1979,476,47,1430,26
"Positive",0.582,0.19796857,0.21987532,0.5821561,938522598585131008,"AuroreLalucq",1565313788903133184,"Superprofits : 

Nous sommes dans un cas classique de « mutualisation des pertes et de privatisation des profits ».

Rappelons que la Commission européenne est en faveur de cette taxe et que même le Royaume-Uni, bien connu pour son communisme, l’a instaurée. ⁦@28minutes⁩ https://t.co/PojADjhf8R","2022-09-01 14:21:04",734,201,23,507,3
"Negative",0.714,0.7138021,0.13975544,0.14644243,938522598585131008,"AuroreLalucq",1558496436374818819,"J’avais à peine 10 ans quand mes parents tentaient de m’expliquer l’inexplicable : un homme traqué à vie par des fanatiques pour avoir écrit. 

Des décennies plus tard, à notre tour de tenter d’expliquer à nos enfants l’inexplicable… https://t.co/C2UQcbUCf1","2022-08-13 18:51:20",231,31,28,172,0
"Positive",0.704,0.21079284,0.08522211,0.7039851,938522598585131008,"AuroreLalucq",1555219746399944705,"Le seul moment réjouissant du triste souvenir de ton départ, c’est de pouvoir poster ta photo et de retrouver alors ton regard intelligent, bienveillant, exigeant, fin et rieur (parfois moqueur, mais que c’était drôle!). 
Tu nous manques beaucoup m’sieur Philippe Frémeaux. https://t.co/UybuEZLBND","2022-08-04 17:50:56",41,5,0,36,0
"Negative",0.72,0.7200781,0.17828685,0.10163504,938522598585131008,"AuroreLalucq",1554405244741853185,"Notre tribune avec ⁦@yjadot⁩ ⁦@dominique_meda⁩ @EricPiolle⁩ ⁦@_EvaSas⁩…  pour dénoncer cette mesure dérogatoire. ⁦@leJDD⁩  https://t.co/PNvQONmVBz","2022-08-02 11:54:24",100,20,6,74,0
"Negative",0.955,0.9545402,0.034484148,0.0109756505,938522598585131008,"AuroreLalucq",1554401788077506561,"Une seconde, un sein. Une carrière brisée pour Janet Jackson, aucune conséquence pour Justin Timberlake. 

Une seconde, un sein, une illustration du sexisme et du racisme. 

@ARTEfr 

 https://t.co/PVLDNHtPOA","2022-08-02 11:40:40",115,31,0,83,1
"Neutral",0.59,0.023967875,0.5897136,0.38631856,938522598585131008,"AuroreLalucq",1554158031369392135,"Petit détour par ⁦@28minutes⁩ pour discuter de la taxation des super profits. https://t.co/9AlqbdPoYp","2022-08-01 19:32:04",148,14,16,116,2
"Neutral",0.628,0.16360208,0.62785906,0.2085388,938522598585131008,"AuroreLalucq",1542219297988218880,"#TeamUnhosted 

⁦@Assita_Kanko⁩ ⁦@paultang⁩ et ⁦@ernesturtasun⁩ ! 

TFR trilogue. https://t.co/xuiovosdUM","2022-06-29 20:51:48",221,7,144,39,31
"Positive",0.909,0.021803917,0.069292985,0.90890306,938522598585131008,"AuroreLalucq",1554010554594885633,"« Celsius et son patron, Alex Mashinsky, avaient assuré que la plateforme était un lieu sûr pour déposer ses cryptomonnaies. Elle doit désormais 4,7 milliards de dollars à ses clients.»

Quelle magnifique alternative au système bancaire…  https://t.co/B0MSJ4rxMV","2022-08-01 09:46:02",193,31,61,90,11
"Negative",0.671,0.67111385,0.14015292,0.18873313,938522598585131008,"AuroreLalucq",1552945015508303872,"Refus du gouvernement de taxer les profits anormaux.

Cette taxe a pourtant tout pour lui plaire:
une proposition européenne, issue d’un compromis gauche/droite, qui renflouerait les caisses de l’Etat.

Le gouvernement défendrait-il des intérêts privés et non l’intérêt général? https://t.co/TNNwz2P1Yd","2022-07-29 11:11:58",2858,676,140,2001,41
"Negative",0.933,0.93257374,0.03930427,0.028122023,938522598585131008,"AuroreLalucq",1552904269925437440,"Washington condamne le discours raciste de Viktor Orban. L'Europe est bien silencieuse... 

https://t.co/bmnR3riCtu","2022-07-29 08:30:04",84,15,8,61,0
"Negative",0.912,0.91193753,0.060856536,0.027205888,938522598585131008,"AuroreLalucq",1552884595825295360,"« Le cabinet d'audit a été sanctionné pour avoir fabriqué de faux documents et avoir voulu trompé le régulateur de la profession. »  https://t.co/EvnRXzEHbO","2022-07-29 07:11:53",60,11,7,40,2
"Negative",0.593,0.5925784,0.23816366,0.16925797,938522598585131008,"AuroreLalucq",1552732278983458817,"#MBS : Comme l’a dit, Agnès Callamard, la secretaire générale d’⁦@amnestyfrance⁩ « il pourra faire le tour des capitales, il restera un tueur ». https://t.co/KNaBI3pUoL","2022-07-28 21:06:38",444,91,13,338,2
"Neutral",0.375,0.27373078,0.37540394,0.35086527,938522598585131008,"AuroreLalucq",1552577598856855553,"« Conséquence directe de la guerre en Ukraine, et de ses effets sur les prix de l’électricité et du gaz, le bénéfice de l’entreprise Française a atteint 5,7 milliards de dollars au deuxième trimestre 2022. »

A quand la justice fiscale?  https://t.co/ElOKSJCyjG","2022-07-28 10:51:59",106,20,8,77,1
